"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4542,292,"void matmul_q8_0_f32_batch_sharedx_warp_rows_w32_toktile_kernel<32u, 16u>(float*, unsigned char const*, float const*, unsigned int, unsigned int, unsigned int, unsigned long)",4542,187770543549491,187770573466028,0,0,80,0,128,1024,1,1,131072,64,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4543,289,"hc_expand4_kernel(float*, float const*, float const*, float const*, unsigned int, unsigned int)",4543,187770573470868,187770573954434,0,0,16,0,128,256,1,1,8388608,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4544,291,"rms_norm_plain_kernel(float*, float const*, unsigned int, unsigned int, float)",4544,187770573958714,187770574456840,1024,0,16,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4545,105,"f32_to_f16_kernel(__half*, float const*, unsigned long)",4545,187770574461160,187770574802044,0,0,8,0,128,256,1,1,33554432,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4546,3952,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1",4546,187770574806244,187770574959206,13312,0,160,0,128,128,1,1,128,32,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4547,98,"hc_split_weighted_sum_norm_fused_kernel(float*, float*, float*, float const*, float const*, float const*, float const*, float const*, unsigned int, unsigned int, unsigned int, unsigned int, float, float)",4547,187770574963446,187770575321411,1024,0,96,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4548,105,"f32_to_f16_kernel(__half*, float const*, unsigned long)",4548,187770575325651,187770575403252,0,0,8,0,128,256,1,1,8388608,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4549,3947,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1",4549,187770575407532,187770575473893,13312,0,160,0,128,128,1,1,512,32,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4550,239,"void router_select_warp_topk_kernel<256u>(int*, float*, float*, float const*, int const*, float const*, int const*, int, unsigned int, unsigned int, unsigned int, float, int, int)",4550,187770575478213,187770575500733,4096,0,72,0,128,32,4,1,16384,4,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4551,288,"q8_K_quantize_kernel(cuda_block_q8_K*, float const*, unsigned int, unsigned int)",4551,187770641173175,187770641401017,2560,0,24,0,128,256,1,1,4096,2048,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4552,301,"__amd_rocclr_fillBufferAligned",4552,187770641405817,187770641408337,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4553,85,"moe_count_sorted_pairs_kernel(unsigned int*, int const*, unsigned int, unsigned int)",4553,187770641412497,187770641415017,0,0,8,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4554,195,"moe_prefix_sorted_pairs_kernel(unsigned int*, unsigned int*, unsigned int const*, unsigned int)",4554,187770641419017,187770641444097,0,0,8,0,128,1,1,1,1,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4555,33,"moe_scatter_sorted_pairs_deterministic_kernel(unsigned int*, unsigned int const*, int const*, unsigned int, unsigned int)",4555,187770641448097,187770642146586,0,0,8,0,128,1,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4556,186,"moe_build_expert_tile_offsets_kernel(unsigned int*, unsigned int*, unsigned int const*, unsigned int, unsigned int)",4556,187770642159266,187770642190666,0,0,8,0,128,1,1,1,1,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4557,187,"moe_build_expert_tiles_kernel(unsigned int*, unsigned int*, unsigned int const*, unsigned int const*, unsigned int, unsigned int)",4557,187770642194626,187770642202427,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4558,186,"moe_build_expert_tile_offsets_kernel(unsigned int*, unsigned int*, unsigned int const*, unsigned int, unsigned int)",4558,187770642206267,187770642238427,0,0,8,0,128,1,1,1,1,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4559,187,"moe_build_expert_tiles_kernel(unsigned int*, unsigned int*, unsigned int const*, unsigned int const*, unsigned int, unsigned int)",4559,187770642242267,187770642245627,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4560,304,"__amd_rocclr_copyBuffer",4560,187770642249627,187770642251867,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4561,304,"__amd_rocclr_copyBuffer",4561,187770642281818,187770642284738,0,0,16,0,128,1024,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4562,7,"void moe_gate_up_mid_expert_tile8_rowspan_kernel<1024u>(float*, float*, float*, char const*, char const*, cuda_block_q8_K const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, float const*, unsigned long, unsigned long, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float)",4562,187770642313068,187770645670310,39936,176,112,0,128,256,1,1,512,3328,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4563,6,"void moe_gate_up_mid_iq2_hotlist_wmma_n2_kernel<4, 16, 16, 16, true, false>(float*, __half*, char const*, char const*, float const*, __half const*, float const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, float)",4563,187770645683911,187770693346912,512,0,72,0,128,128,1,1,8192,11,200
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4564,304,"__amd_rocclr_copyBuffer",4564,187770693360232,187770693362673,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4565,24,"void moe_down_q2K_expert_batch_sharedmid_kernel<4u, false, true, false>(float*, __half*, char const*, float const*, __half const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned int, unsigned int)",4565,187770693396413,187770694776110,0,0,88,0,128,256,1,1,131072,256,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4566,304,"__amd_rocclr_copyBuffer",4566,187770694790311,187770694793311,0,0,16,0,128,1024,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4567,20,"void moe_down_q2K_hotlist_wmma_n2_kernel<4, 16, 16, 16, true, true, false>(float*, __half*, char const*, float const*, __half const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned int, unsigned int)",4567,187770694825923,187770710115356,512,0,40,0,128,128,1,1,16384,11,200
