"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
19862,"Cijk_Alik_Bljk_HSS_BH_HA_S_UserArgs_MT256x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA256_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT4_4_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA0_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB4_WSGRA0_WSGRB0_WS32_WG64_2_1.kd",2,1,6868,872567,872567,4096,128,55808,0,256,0,128,32,"0x0","0x7808e9260080",133464831647828,133464833039358,133464833115719,133464833125226,76361
19863,"compressor_prefill_pool_kernel",2,1,6869,872567,872567,65536,256,0,1040,24,0,128,32,"0x0","0x780c3b477d40",133464831657617,133464833119759,133464833134999,133464833146447,15240
19864,"rms_norm_weight_kernel",2,1,6870,872567,872567,32768,256,1024,0,16,0,128,32,"0x0","0x780c3b476f80",133464831662827,133464833139439,133464833142479,133464833150254,3040
19865,"rope_tail_kernel",2,1,6871,872567,872567,4096,256,0,0,16,0,128,32,"0x0","0x780c3b4770c0",133464831666574,133464833146999,133464833149239,133464833154001,2240
19866,"fp8_kv_quantize_kernel",2,1,6872,872567,872567,57344,64,512,0,16,0,128,32,"0x0","0x780c3b477100",133464831670081,133464833153639,133464833156679,133464833157748,3040
19867,"__amd_rocclr_fillBufferAligned.kd",2,1,6873,872567,872567,2048,256,0,0,16,0,128,32,"0x0","0x783ac826d740",133464831674048,133464833161079,133464833163359,133464833177976,2280
19868,"fill_f32_kernel",2,1,6874,872567,872567,8192,256,0,0,8,0,128,32,"0x0","0x780c3b476280",133464831677885,133464833167759,133464833169599,133464833181573,1840
19869,"compressor_set_rows_kernel",2,1,6875,872567,872567,4096,256,0,0,16,0,128,32,"0x0","0x780c3b477d00",133464831682053,133464833174079,133464833176399,133464833185150,2320
19870,"f32_to_f16_kernel",2,1,6876,872567,872567,16384,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831688135,133464833180639,133464833182119,133464833188907,1480
19871,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR0_PKA0_SIA1_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG16_2_1.kd",2,1,6877,872567,872567,2048,32,6656,0,128,0,128,32,"0x0","0x78090a747f00",133464831706159,133464833186479,133464833210519,133464833225126,24040
19872,"f32_to_f16_kernel",2,1,6878,872567,872567,16384,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831714445,133464833214919,133464833216439,133464833229173,1520
19873,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR0_PKA0_SIA1_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG16_2_1.kd",2,1,6879,872567,872567,2048,32,6656,0,128,0,128,32,"0x0","0x78090a747f00",133464831730144,133464833220759,133464833240239,133464833247668,19480
19874,"__amd_rocclr_fillBufferAligned.kd",2,1,6880,872567,872567,2048,256,0,0,16,0,128,32,"0x0","0x783ac826d740",133464831737879,133464833244639,133464833246799,133464833252037,2160
19875,"fill_f32_kernel",2,1,6881,872567,872567,8192,256,0,0,8,0,128,32,"0x0","0x780c3b476280",133464831742107,133464833251119,133464833252479,133464833255543,1360
19876,"compressor_set_rows_kernel",2,1,6882,872567,872567,4096,256,0,0,16,0,128,32,"0x0","0x780c3b477d00",133464831745934,133464833257120,133464833259120,133464833260002,2000
19877,"f32_to_f16_kernel",2,1,6883,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831752426,133464833263400,133464833276000,133464833278006,12600
19878,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1.kd",2,1,6884,872567,872567,4096,128,13312,0,160,0,128,32,"0x0","0x78090a742480",133464831770000,133464833280600,133464833312800,133464833320847,32200
19879,"f32_to_f16_kernel",2,1,6885,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831777875,133464833317040,133464833329920,133464833341686,12880
